disease,scenario,model,year,epsilon,max_l_attack,avg_attack,std_attack,max_attack_idx,delta_std,sum_attack
CHIKV,SSP2-4.5,MRI-ESM2-0,2030,0.1333,23.899601497093116,0.8010575662866952,3.5900541053732185,89,6.43403783141734,0.8010575662866952
CHIKV,SSP2-4.5,MRI-ESM2-0,2030,0.1,18.822681229366136,0.6396275252672228,2.8622662294143875,89,6.352677300678323,0.6396275252672228
CHIKV,SSP2-4.5,MRI-ESM2-0,2030,0.08,15.1891918177069,0.5219124637177809,2.3318023347839136,89,6.290104068940443,0.5219124637177809
CHIKV,SSP2-4.5,MRI-ESM2-0,2030,0.5333,63.77078443275567,2.030821189882302,9.066462479676211,89,6.809708128310511,2.030821189882302
CHIKV,SSP2-4.5,MRI-ESM2-0,2030,0.2667,40.86632382149514,1.3304611553109862,5.9567979639679285,89,6.637099815258569,1.3304611553109862
CHIKV,SSP2-4.5,MRI-ESM2-0,2030,0.1778,30.089821003907407,0.9959067760207164,4.467150777400287,89,6.512857003859235,0.9959067760207164
CHIKV,SSP2-4.5,MRI-ESM2-0,2030,0.1333,23.899601497093116,0.8010575662866952,3.5900541053732185,89,6.43403783141734,0.8010575662866952
CHIKV,SSP2-4.5,MRI-ESM2-0,2030,0.1067,19.311051490475386,0.6531907168780778,2.9207747444364873,89,6.38798346539285,0.6531907168780778
CHIKV,SSP2-4.5,MRI-ESM2-0,2030,0.6667,70.10002822295529,2.2201875998696283,9.898828677052622,89,6.857360889621629,2.2201875998696283
CHIKV,SSP2-4.5,MRI-ESM2-0,2030,0.3333,48.4548489959513,1.5621056244759874,7.009632697244674,89,6.689757566028784,1.5621056244759874
CHIKV,SSP2-4.5,MRI-ESM2-0,2030,0.2222,36.282195671795115,1.1891559193273347,5.328526602262382,89,6.585880557970378,1.1891559193273347
CHIKV,SSP2-4.5,MRI-ESM2-0,2030,0.1667,27.84871725748172,0.9210654238148429,4.1289982318804075,89,6.521594421076713,0.9210654238148429
CHIKV,SSP2-4.5,MRI-ESM2-0,2030,0.1333,23.899601497093116,0.8010575662866952,3.5900541053732185,89,6.43403783141734,0.8010575662866952
CHIKV,SSP2-4.5,MRI-ESM2-0,2030,0.8,75.24913141878785,2.380473649368411,10.578234769877206,89,6.88854609059365,2.380473649368411
CHIKV,SSP2-4.5,MRI-ESM2-0,2030,0.4,53.58920330961738,1.714175210302216,7.679245563478473,89,6.755224542632975,1.714175210302216
CHIKV,SSP2-4.5,MRI-ESM2-0,2030,0.2667,40.86632382149514,1.3304611553109862,5.9567979639679285,89,6.637099815258569,1.3304611553109862
CHIKV,SSP2-4.5,MRI-ESM2-0,2030,0.2,34.075733481916764,1.1231577849966727,5.0359054742682225,89,6.543525462361562,1.1231577849966727
CHIKV,SSP2-4.5,MRI-ESM2-0,2030,0.16,28.522021225170718,0.9491573455269361,4.256005560535332,89,6.478577973515522,0.9491573455269361
CHIKV,SSP2-4.5,MRI-ESM2-0,2030,0.0001,0.11876370372556094,0.0027340792680749155,0.013369313613585147,90,8.678801904952191,0.0027340792680749155
CHIKV,SSP2-4.5,MRI-ESM2-0,2030,0.5,61.93951083102027,1.9729137136701875,8.822748771017313,89,6.796815672043169,1.9729137136701875
CHIKV,SSP2-4.5,MRI-ESM2-0,2030,1.0,81.30471825746001,2.582256024159521,11.390162669979997,89,6.9114431913059535,2.582256024159521
CHIKV,SSP2-4.5,MRI-ESM2-0,2030,10.0,93.8289683119768,2.8005715235845052,12.04508786900227,89,7.557304502746848,2.8005715235845052
CHIKV,SSP2-4.5,MRI-ESM2-0,2030,100.0,68.23219708271372,1.9626792276096543,9.14556093781417,88,7.246085648076474,1.9626792276096543
CHIKV,SSP2-4.5,CESM2,2030,0.4,100.99067918402551,37.95027155221288,36.798537343890196,89,1.7131226451390322,37.95027155221288
CHIKV,SSP2-4.5,CESM2,2030,0.2,100.99259610006747,33.29340689450633,34.7151836526478,89,1.9501319619375708,33.29340689450633
CHIKV,SSP2-4.5,CESM2,2030,0.1333,100.98367565915002,29.7676537662562,33.076113562851226,89,2.153095216509314,29.7676537662562
CHIKV,SSP2-4.5,CESM2,2030,0.1,100.96636575921889,27.596538480425615,32.07528733019984,89,2.28742541020711,27.596538480425615
CHIKV,SSP2-4.5,CESM2,2030,0.08,100.94079579368737,26.228278297586083,31.370953010404847,89,2.3815826529503674,26.228278297586083
CHIKV,SSP2-4.5,CESM2,2030,0.5333,100.98884759233175,39.63434722043002,37.57147196287055,89,1.6330076296327811,39.63434722043002
CHIKV,SSP2-4.5,CESM2,2030,0.2667,100.99234122737207,35.14862260009931,35.50486185503479,89,1.8544986570039488,35.14862260009931
CHIKV,SSP2-4.5,CESM2,2030,0.1778,100.9915091282477,32.25918091402715,34.25217643652478,89,2.006655791394555,32.25918091402715
CHIKV,SSP2-4.5,CESM2,2030,0.1333,100.98367565915002,29.7676537662562,33.076113562851226,89,2.153095216509314,29.7676537662562
CHIKV,SSP2-4.5,CESM2,2030,0.1067,100.9760612042558,28.28725387998684,32.41426735241594,89,2.242494224348132,28.28725387998684
CHIKV,SSP2-4.5,CESM2,2030,0.6667,100.98704281917095,41.45982090070069,38.33157309998757,89,1.5529553604073076,41.45982090070069
CHIKV,SSP2-4.5,CESM2,2030,0.3333,100.99143780030309,36.77066248961413,36.290761359478665,89,1.769617745809991,36.77066248961413
CHIKV,SSP2-4.5,CESM2,2030,0.2222,100.9925922086937,33.83710304681667,34.978885984093786,89,1.9198864478535753,33.83710304681667
CHIKV,SSP2-4.5,CESM2,2030,0.1667,100.98956578044678,31.82113478565056,34.03936596048211,89,2.0320129074994258,31.82113478565056
CHIKV,SSP2-4.5,CESM2,2030,0.1333,100.98367565915002,29.7676537662562,33.076113562851226,89,2.153095216509314,29.7676537662562
CHIKV,SSP2-4.5,CESM2,2030,0.8,100.98566972470697,42.39147158154439,38.700962942621715,89,1.514024295210295,42.39147158154439
CHIKV,SSP2-4.5,CESM2,2030,0.4,100.99067918402551,37.95027155221288,36.798537343890196,89,1.7131226451390322,37.95027155221288
CHIKV,SSP2-4.5,CESM2,2030,0.2667,100.99234122737207,35.14862260009931,35.50486185503479,89,1.8544986570039488,35.14862260009931
CHIKV,SSP2-4.5,CESM2,2030,0.2,100.99259610006747,33.29340689450633,34.7151836526478,89,1.9501319619375708,33.29340689450633
CHIKV,SSP2-4.5,CESM2,2030,0.16,100.98821308665077,31.3658814694038,33.887035269484294,89,2.0545418347630653,31.3658814694038
CHIKV,SSP2-4.5,CESM2,2030,0.0001,100.66563156387333,26.806014802039712,28.1371380007697,56,2.6249868326982355,26.806014802039712
CHIKV,SSP2-4.5,CESM2,2030,0.5,100.98920224015073,39.480171787327876,37.463536726046954,89,1.6418372590556298,39.480171787327876
CHIKV,SSP2-4.5,CESM2,2030,1.0,100.98367667422082,42.727674284328614,39.00101807113884,89,1.493704658776645,42.727674284328614
CHIKV,SSP2-4.5,CESM2,2030,10.0,100.974207316216,38.05977146980678,39.7631138804707,89,1.5822311108614933,38.05977146980678
CHIKV,SSP2-4.5,CESM2,2030,100.0,100.98473397234109,26.29806410156747,37.648348772883615,89,1.9837966950775543,26.29806410156747
CHIKV,SSP2-4.5,ACCESS-CM2,2030,0.4,100.92773447504715,7.177067865623989,21.36240012471557,89,4.388583027286191,7.177067865623989
CHIKV,SSP2-4.5,ACCESS-CM2,2030,0.2,100.74882553297886,6.081471243466959,20.518303815273665,89,4.613800202092838,6.081471243466959
CHIKV,SSP2-4.5,ACCESS-CM2,2030,0.1333,100.38867343876892,5.592453234536507,20.080784485983607,89,4.72074287089731,5.592453234536507
CHIKV,SSP2-4.5,ACCESS-CM2,2030,0.1,99.77511003134337,5.288407724900566,19.664194237026283,89,4.805012662483319,5.288407724900566
CHIKV,SSP2-4.5,ACCESS-CM2,2030,0.08,99.05623566668609,5.055604947195542,19.318466008011182,89,4.865843420513274,5.055604947195542
CHIKV,SSP2-4.5,ACCESS-CM2,2030,0.5333,100.9450260773677,7.788049406166113,21.899753425181913,89,4.253791120957691,7.788049406166113
CHIKV,SSP2-4.5,ACCESS-CM2,2030,0.2667,100.85756568460576,6.483681049835555,20.821614879621283,89,4.532495926967541,6.483681049835555
CHIKV,SSP2-4.5,ACCESS-CM2,2030,0.1778,100.63109241215844,5.92689694704329,20.345781817630005,89,4.654733659979199,5.92689694704329
CHIKV,SSP2-4.5,ACCESS-CM2,2030,0.1333,100.38867343876892,5.592453234536507,20.080784485983607,89,4.72074287089731,5.592453234536507
CHIKV,SSP2-4.5,ACCESS-CM2,2030,0.1067,99.96150417587332,5.364888025937404,19.777834205817435,89,4.782961327591236,5.364888025937404
CHIKV,SSP2-4.5,ACCESS-CM2,2030,0.6667,100.95010310904836,8.255955668842047,22.36068409245475,89,4.145407495447979,8.255955668842047
CHIKV,SSP2-4.5,ACCESS-CM2,2030,0.3333,100.9061580410686,6.848418089390682,21.097312234149555,89,4.458280699824389,6.848418089390682
CHIKV,SSP2-4.5,ACCESS-CM2,2030,0.2222,100.79383712823041,6.242616359791597,20.628190785680733,89,4.583592509434831,6.242616359791597
CHIKV,SSP2-4.5,ACCESS-CM2,2030,0.1667,100.59277625223255,5.8075679264368,20.27957140393866,89,4.673925618930326,5.8075679264368
CHIKV,SSP2-4.5,ACCESS-CM2,2030,0.1333,100.38867343876892,5.592453234536507,20.080784485983607,89,4.72074287089731,5.592453234536507
CHIKV,SSP2-4.5,ACCESS-CM2,2030,0.8,100.95115998027977,8.6784164985942,22.829042430665428,89,4.041901615537712,8.6784164985942
CHIKV,SSP2-4.5,ACCESS-CM2,2030,0.4,100.92773447504715,7.177067865623989,21.36240012471557,89,4.388583027286191,7.177067865623989
CHIKV,SSP2-4.5,ACCESS-CM2,2030,0.2667,100.85756568460576,6.483681049835555,20.821614879621283,89,4.532495926967541,6.483681049835555
CHIKV,SSP2-4.5,ACCESS-CM2,2030,0.2,100.74882553297886,6.081471243466959,20.518303815273665,89,4.613800202092838,6.081471243466959
CHIKV,SSP2-4.5,ACCESS-CM2,2030,0.16,100.55181341622756,5.800277904015415,20.243974280395207,89,4.680480927303489,5.800277904015415
CHIKV,SSP2-4.5,ACCESS-CM2,2030,0.0001,15.058920716698635,0.39285412062777975,1.6676705888056826,90,8.794342656467961,0.39285412062777975
CHIKV,SSP2-4.5,ACCESS-CM2,2030,0.5,100.94310034170044,7.635078551302996,21.75563724916134,89,4.288912373458258,7.635078551302996
CHIKV,SSP2-4.5,ACCESS-CM2,2030,1.0,100.95117262763547,9.030186977928187,23.296851376264755,89,3.945639870603202,9.030186977928187
CHIKV,SSP2-4.5,ACCESS-CM2,2030,10.0,100.94678340510879,9.574067210385735,25.248972595308697,89,3.6188686826687064,9.574067210385735
CHIKV,SSP2-4.5,ACCESS-CM2,2030,100.0,100.9528297625572,7.19877240923417,22.475647518537365,89,4.1713617939593055,7.19877240923417
CHIKV,SSP5-8.5,MRI-ESM2-0,2030,0.4,100.93709983793235,12.369277761160681,27.22523650048645,89,3.2531516145025656,12.369277761160681
CHIKV,SSP5-8.5,MRI-ESM2-0,2030,0.2,100.8820747031342,10.487316929765688,24.80693567057034,89,3.6439308334486533,10.487316929765688
